ticker,last_close,expected_close_20d,expected_return_20d,median_return_20d,probability_up,downside_p10,expected_peak_return_20d,forecast_dispersion,predicted_up,rank
INDX,60.0,57.86717,-0.03554719289143882,-0.03554719289143882,0.0,-0.03554719289143882,-0.03554719289143882,0.0,False,498
BATR,90.0,86.783424,-0.035739763047960046,-0.0460117763943142,0.2,-0.055826178656684,-0.0022898017035590133,0.026700190853185077,False,499
JECC,615.0,593.00397,-0.035765906853404486,-0.028101578379065018,0.0,-0.05361846179496954,0.009199893610264253,0.019537597924474657,False,500
UNVR,1715.0,1653.3867,-0.035926111516034975,-0.02649053901694609,0.0,-0.06476384554938046,0.002190945016399426,0.027429999927841568,False,501
WTON,76.0,73.26225,-0.03602302952816609,-0.038145466854697774,0.2,-0.059619461862664445,0.013914770829050172,0.02601878836887851,False,502
TMAS,122.0,117.60209,-0.03604843890080687,-0.02360028126200686,0.2,-0.07794609695184429,0.0025163369100601905,0.03915261918757114,False,503
VAST,113.0,108.90715,-0.036219922631187784,-0.04388724808144362,0.0,-0.049888583833137434,-0.002454531509264357,0.01897560853017593,False,504
LINK,1405.0,1354.0359,-0.036273354092526675,-0.01860707781917259,0.2,-0.08242088453625443,-0.003141855260231319,0.043772266586392224,False,505
MIKA,1730.0,1667.1621,-0.036322423681358386,-0.027694225862536115,0.2,-0.07785569736723263,0.006025983336343943,0.03908075434274982,False,506
PDES,414.0,398.84424,-0.03660812009359904,-0.022474943151796545,0.0,-0.0614996868631114,-0.01246308405042269,0.022369449658757288,False,507
DILD,117.0,112.70947,-0.03667114779480503,-0.022096487192007186,0.2,-0.08015792716262689,0.0016848050631009359,0.04096782413339241,False,508
DEWI,119.0,114.63594,-0.03667284540769433,-0.03282409155068278,0.0,-0.05513730089203648,0.008667774360720904,0.01793122585970221,False,509
MYOR,1720.0,1656.6829,-0.03681233250817588,-0.047221409997274755,0.0,-0.06241250681322674,0.0022594363190407084,0.028669628389170566,False,510
OMED,216.0,208.00992,-0.03699113351327403,-0.03190782335069442,0.0,-0.05518341064453127,-0.0027426825629340177,0.017098403015785257,False,511
MBAP,1415.0,1362.6223,-0.03701601493484983,-0.03344623039973493,0.0,-0.04549975499668728,0.015601396863957584,0.007774039506029157,False,512
CINT,173.0,166.55771,-0.03723869544233198,-0.036632207087698654,0.0,-0.057292483996793674,-0.0071556311811326045,0.02045974077029367,False,513
LIVE,208.0,200.24345,-0.03729108663705678,-0.0380264428945688,0.0,-0.05604481330284703,-0.007590528634878324,0.01827365037385351,False,514
TIRA,498.0,479.39038,-0.03736867636561871,-0.008557055369917133,0.0,-0.09359624778410518,-0.012408373729292132,0.059469297296720146,False,515
DYAN,81.0,77.95864,-0.037547584816261595,-0.025597277982735367,0.0,-0.06753508014443481,-0.007825837311921302,0.03218564259358415,False,516
BYAN,12075.0,11620.184,-0.03766595496894409,-0.029519280538302328,0.0,-0.056094235248447186,-0.0012703319099378828,0.018087450049897695,False,517
KAEF,448.0,431.08505,-0.037756579262869704,-0.038007259368896484,0.0,-0.052773026057652085,0.0035220282418387374,0.018099745961506337,False,518
BALI,1245.0,1197.5746,-0.03809268323293171,-0.036482943492720854,0.0,-0.060903124215612434,-0.008806299416415687,0.022064846397320394,False,519
WEHA,103.0,99.075554,-0.038101388875720565,-0.03602755648418543,0.0,-0.04743087916698272,-0.002660466166375897,0.008855561766915916,False,520
NASI,128.0,123.09904,-0.03828880786895752,-0.041735947132110596,0.2,-0.07360502481460571,-0.008004105091094971,0.03560320931694058,False,521
CTRA,575.0,552.97614,-0.03830241593070651,-0.03658574643342394,0.0,-0.06849912958559783,0.018190557065217394,0.02906634737182543,False,522
MIDI,288.0,276.94882,-0.0383721033732096,-0.039455943637423996,0.0,-0.06483777364095049,-0.0028154585096571206,0.026451528272035035,False,523
SULI,88.0,84.570496,-0.038971675526012065,-0.04686780409379443,0.0,-0.058616464788263475,-0.011092550104314624,0.021948808970561402,False,524
VTNY,63.0,60.54013,-0.039045582120380694,-0.019566732739645376,0.4,-0.18119152008541045,0.034673805842323935,0.13436778903602759,False,525
MMLP,288.0,276.75226,-0.03905459509955509,-0.07262664371066618,0.4,-0.08429762522379558,0.013962597317165848,0.057172867256804816,False,526
TOOL,65.0,62.443794,-0.039326242300180295,-0.06106297419621398,0.4,-0.07647763765775242,0.014492492675781255,0.04288411457032695,False,527
PSAT,845.0,811.6759,-0.039436829696745536,-0.025477157683062135,0.4,-0.09251834666235204,0.0052379721015163305,0.049595069126524456,False,528
SMDM,550.0,528.2631,-0.03952153986150573,-0.06198186700994324,0.2,-0.07620078346946024,0.01191852361505683,0.04617862612318059,False,529
SRAJ,11600.0,11141.127,-0.03955807179418103,-0.04820059940732757,0.0,-0.05920346174568962,-0.012699471309267251,0.02241939641717559,False,530
ELIT,171.0,164.21663,-0.03966888963130479,0.0004959552608736484,0.6,-0.11005256162052264,0.008905029296875023,0.062339127454033305,False,531
PALM,298.0,286.13828,-0.03980444581716651,-0.03918723291998738,0.0,-0.050245369520763396,0.00961696957581797,0.01013348862477107,False,532
APLI,248.0,238.10591,-0.039895580660912276,-0.05262725583968619,0.0,-0.05986453640845513,0.0018689063287550267,0.023691493934678013,False,533
PEHA,258.0,247.60971,-0.040272462830063006,-0.05122316345687983,0.2,-0.05673764250999276,0.009462223496547994,0.027471120170994096,False,534
SRSN,66.0,63.33088,-0.04044125874837241,-0.036906849254261354,0.0,-0.05977919607451472,-0.018966952237215895,0.018029748655318676,False,535
MCOL,3700.0,3549.9097,-0.04056494140625002,-0.044307102512668894,0.0,-0.05997616659628382,-0.0019355204814188952,0.020051536167802694,False,536
BMBL,32.0,30.69964,-0.04063628911972046,-0.045186758041381836,0.2,-0.0788337230682373,0.01777310371398926,0.03981128864943816,False,537
INDS,272.0,260.91385,-0.04075790854061356,-0.04075790854061356,0.0,-0.04075790854061356,-0.02898889429428997,0.0,False,538
SURI,71.0,68.10451,-0.040781649737290926,-0.03135885319239662,0.4,-0.0928253603653169,-0.00305936571577905,0.048321414145530886,False,539
MYTX,41.0,39.32493,-0.04085540771484375,-0.04085540771484375,0.0,-0.04085540771484375,-0.035746411579411164,0.0,False,540
YOII,84.0,80.51903,-0.041440182640438986,-0.03997602916899179,0.0,-0.060488092331659235,-0.006028093610491059,0.01940324754126068,False,541
JSMR,2730.0,2616.296,-0.04164983616643771,-0.041994780935210585,0.0,-0.04620274582188644,-0.006997410141941396,0.004674301585984559,False,542
APII,185.0,177.28592,-0.04169780009501689,-0.03962649783572636,0.0,-0.07072938661317565,-0.0057916094805743334,0.031374342566590725,False,543
IOTF,52.0,49.831062,-0.04171034005972054,-0.043482560377854584,0.0,-0.05161862006554234,-0.005980212871844937,0.011551127290515412,False,544
SMDR,290.0,277.8477,-0.04190452838766168,-0.03217299888873926,0.2,-0.08957290123248926,0.004565555967133572,0.043936984882582686,False,545
GOLD,266.0,254.73132,-0.04236346940348919,-0.04104987122958759,0.0,-0.06363305113369364,-0.0071627279869595824,0.021992096469181013,False,546
CRSN,108.0,103.37943,-0.042783073142722824,-0.05516447844328709,0.2,-0.07085463912398726,-0.0014297485351562945,0.033064710177229194,False,547
AREA,280.0,267.98367,-0.042915496826171885,-0.041973658970424155,0.2,-0.14665043422154017,0.03594033377511159,0.11935117930173952,False,548
SKLT,197.0,188.49698,-0.04316259084014118,-0.0446410203343115,0.2,-0.08091934126645783,0.007154760990045994,0.03919451227730214,False,549
BBTN,1205.0,1152.6709,-0.04342668082209546,-0.03697545221732368,0.0,-0.06076880997147305,0.011264972607624445,0.015585568656307471,False,550
TOSK,68.0,65.04387,-0.043472491993623616,-0.05887671077952661,0.2,-0.060270466524011954,-0.01664354660931753,0.029023682711150266,False,551
ASGR,1850.0,1769.3815,-0.043577597128378366,-0.03857177734374995,0.0,-0.06310048036317566,0.004174540751689171,0.0186827216195093,False,552
KLBF,695.0,664.5752,-0.04377671495616007,-0.054341663388039585,0.2,-0.08905940872302158,0.0111725951270234,0.04681411470409739,False,553
SNLK,222.0,212.25412,-0.04390029219893725,-0.032660063322599964,0.0,-0.07271512693113039,0.013172940090969854,0.026744958580169013,False,554
ASJT,154.0,147.2155,-0.04405517578125,-0.04233144784902598,0.0,-0.08011732225294235,-0.012213669814072658,0.036509390132170014,False,555
MPIX,96.0,91.75688,-0.04419911702473962,-0.03376372655232751,0.0,-0.06543148358662927,-0.006035137176513672,0.01897442144843663,False,556
NIRO,147.0,140.50264,-0.04419970869207055,-0.06045822870163686,0.2,-0.07486306534332479,0.010986847131430721,0.03603438630134858,False,557
BOLT,795.0,759.80505,-0.04427034198113207,-0.04975985161163521,0.0,-0.0612594892393868,-0.012779779014347459,0.019719653367994913,False,558
TUGU,1200.0,1146.7233,-0.04439731852213542,-0.027563069661458384,0.0,-0.08249951171874999,-0.00358154296875004,0.03447489612305435,False,559
JATI,96.0,91.73244,-0.04445379575093589,-0.047245025634765625,0.0,-0.05189005533854167,-0.005255460739135765,0.008167500457522578,False,560
RICY,79.0,75.48247,-0.044525783876829525,-0.03603884540026703,0.0,-0.06785504304910013,-0.019960408271113516,0.02508573828104636,False,561
BBHI,905.0,864.5537,-0.04469200513639504,-0.042180890668162996,0.0,-0.05118363691298344,0.0005670267178867095,0.006671360708632291,False,562
LPLI,242.0,231.11433,-0.04498210307980373,-0.04132433174070249,0.0,-0.05887458738216687,-0.0012973501662577381,0.013514614048336681,False,563
GEMA,80.0,76.37949,-0.045256385803222665,-0.04468688964843748,0.0,-0.08035552978515625,0.005790081024169913,0.03504583483701512,False,564
ICBP,7025.0,6705.2837,-0.045511273910142355,-0.050603453069395066,0.2,-0.0805371302268683,-0.000417982651245552,0.04416759662981669,False,565
FORE,630.0,601.1982,-0.04571713402157738,-0.033335464719742025,0.2,-0.10710323273189488,0.014128262958829385,0.05990663483203956,False,566
DFAM,78.0,74.42881,-0.045784505208333326,-0.0456154652130909,0.0,-0.07084462092472958,-0.013707224527994754,0.027712636243092954,False,567
TFAS,190.0,181.29349,-0.04582376580489309,-0.04561623021175987,0.0,-0.05998846756784537,-0.007562207673725352,0.015129309114215552,False,568
DMMX,179.0,170.79715,-0.04582604775881634,-0.050806567655595325,0.0,-0.05732863442191862,-0.010326381235815262,0.016503384509950692,False,569
MNCN,204.0,194.58574,-0.04614829269109988,-0.03590437945197611,0.2,-0.11600370220109528,0.01468248554304532,0.07693552850917995,False,570
CLAY,2350.0,2241.153,-0.04631781914893614,-0.051013443317819096,0.2,-0.08601747423537234,-0.004404192985372357,0.04051065074759481,False,571
TNCA,164.0,156.37787,-0.04647639204816123,-0.0630179614555545,0.2,-0.10980451630383006,0.02824788907679112,0.06961945798342915,False,572
HAIS,181.0,172.58075,-0.04651521292839263,-0.028840122960549053,0.0,-0.08413225879985327,-0.007595083331534869,0.03392377150181799,False,573
BBLD,580.0,552.97174,-0.04660044702990303,-0.07398702687230607,0.2,-0.08013465618265089,0.0037374562230603203,0.04276392848305495,False,574
ISEA,78.0,74.3467,-0.04683712690304491,-0.06573897141676688,0.2,-0.07951930119441111,0.004772362342247605,0.046909542411546365,False,575
TPMA,460.0,438.336,-0.04709569516389267,-0.024895709493885865,0.0,-0.08258778447690221,-0.002649774966032625,0.03145994012232375,False,576
MDRN,26.0,24.77533,-0.04710270808293271,-0.04710270808293271,0.0,-0.04710270808293271,-0.04710270808293271,0.0,False,577
AADI,9275.0,8837.623,-0.04715654481132079,-0.03993240397574127,0.2,-0.08319480710916442,0.0010276912061994547,0.03691384150399244,False,578
JIHD,420.0,400.13745,-0.047291782924107115,-0.04708033970424108,0.4,-0.12009268624441963,0.007637576148623526,0.0727094129937891,False,579
INPC,137.0,130.51527,-0.04733381062528512,-0.058513335067860384,0.0,-0.08115425945198448,0.0019249686359489315,0.035918662820628056,False,580
EXCL,2460.0,2342.9695,-0.047573361280487766,-0.008288871951219523,0.4,-0.1390965407456809,0.004199139354674841,0.09618182739321533,False,581
