epoch,train_loss,val_loss,learning_rate
1,2.7748723338416537,2.619416287967137,4.47327863063023e-06
2,2.715901326278413,2.6010031018938338,2.7086675708847288e-06
3,2.70184012121794,2.595153416906084,8.095627493149513e-07
4,2.6978267594580463,2.594270774296352,5.59444088471528e-12
