missing
AKKU
ALMI
ALTO
ARTI
BEBS
BIKA
BIKE
BIMA
CNTX
DPNS
EDGE
FASW
FIMP
GLOB
GOTOM
HITS
IBST
INAF
INRU
IPPE
KIAS
LMSH
MENN
MFMI
MKNT
MTPS
MTSM
PLIN
PMMP
POLL
POLY
PTDU
PTMR
RAFI
SBAT
SMCB
SUPR
SWAT
TELE
TGRA
TGUK
TOPS
TOYS
WICO
WIKA
ZBRA
ZINC
