ticker,last_close,expected_close_10bar,expected_return_10bar,median_return_10bar,probability_up,downside_p10,expected_peak_return_10bar,forecast_dispersion,predicted_up,rank
BPII,432.0,433.50708,0.0034886254204644198,0.005537103723596726,0.6,-0.009526471738462083,0.01486016732675055,0.012446182774705886,True,188
MCOR,68.0,68.2351,0.0034573947682100315,0.0031573351691751572,0.8,-5.603117101329324e-05,0.009957885742187455,0.004094207833930905,True,189
SGRO,3260.0,3271.2112,0.003438982817292935,-0.0005182371549079523,0.4,-0.002815974884969341,0.006780833612921722,0.007510923678576996,False,190
BOLA,162.0,162.54254,0.003349021629050908,0.00423374882450811,0.8,-0.0023369306399498415,0.005835884000048197,0.005296004587466973,True,191
DMND,605.0,606.9924,0.0032931543775826634,0.001757913384555776,0.6,-0.0041631222559400435,0.009610081191890486,0.008124532159568846,True,192
SRTG,1735.0,1740.5413,0.0031937393056556294,0.00398498007474779,1.0,0.0017672404088617366,0.004603253894992809,0.0012676654658612648,True,193
LPPF,1565.0,1569.9495,0.0031625648961661535,-0.00020560852635786997,0.4,-0.0016447902106629497,0.0058071616663338595,0.006286206900738832,False,194
SURE,2760.0,2768.7114,0.003156349071557951,0.009993931867074313,0.6,-0.014173477836277227,0.01130043803781704,0.01610675985212705,True,195
BSML,510.0,511.60352,0.0031441961550245034,0.0022590188419118196,0.8,-0.004691951976102948,0.013335966222426433,0.009768722632611356,True,196
IPCC,1140.0,1143.5813,0.0031414473684210353,0.0038129839980811653,0.6,-0.0010887386924342212,0.008463113349780737,0.004286441962194136,True,197
GSMF,87.0,87.27013,0.0031048478751346752,0.002968799108746367,0.8,-0.005604640916846248,0.010912472078169921,0.008910129210776467,True,198
MTEL,454.0,455.39166,0.0030652823427175235,0.0009740081652671595,0.6,-0.002394056950371737,0.005697255407661106,0.006077421912734756,True,199
RALS,378.0,379.14084,0.0030181077422288373,0.002118872587012266,0.8,-0.0018183793971147553,0.005949103138434131,0.004975947744381262,True,200
TUGU,1195.0,1198.5914,0.0030054017390167553,-9.152719665272979e-05,0.4,-0.003983802955020899,0.006468582472541851,0.0096602418496819,False,201
JAYA,131.0,131.39365,0.003004933131560117,0.0027020869364264843,1.0,0.0013457320118678952,0.011117274160603551,0.00192553852229364,True,202
ROTI,590.0,591.7687,0.0029976951469809165,0.00360107421875,0.8,-0.0019153038930085132,0.009025982355667362,0.004794706146651039,True,203
HOKI,54.0,54.161266,0.0029863852041738916,0.00793344003182872,0.6,-0.010691593311451086,0.012571278324833601,0.012515759762033406,True,204
