epoch,train_loss,val_loss,learning_rate
1,2.9040558502674103,3.144625097300494,4.4739187060581805e-06
2,2.825965380907059,3.1331892713585323,2.7103467427269466e-06
3,2.790501414060593,3.1291409936526007,8.112782019483814e-07
4,2.7798931148052217,3.128532704051575,1.3641066608782727e-11
