horizon_day,date,ticker,previous_expected_close,expected_close,expected_daily_return,median_daily_return,probability_daily_up,downside_p10,upside_p90,rank
1,2026-08-03,NELY,200.0,200.98833,0.00494163,0.008208513,0.6,-0.012127399444580078,0.019396638497710228,189
1,2026-08-03,ARGO,1170.0,1175.7587,0.004921949,0.011309743,0.8,-0.012870252132415771,0.01792433112859726,190
1,2026-08-03,DEWI,119.0,119.58364,0.0049045323,0.0053094625,0.8,-0.0006471872329711914,0.009930849075317383,191
1,2026-08-03,KRYA,59.0,59.281963,0.004779005,0.006992936,0.6,-0.006072377786040306,0.014983413740992546,192
1,2026-08-03,BPTR,75.0,75.35763,0.004768348,0.0037481785,0.8,-0.0027882098220288754,0.012728618457913399,193
1,2026-08-03,SSIA,1650.0,1657.7787,0.00471437,0.0002988577,0.6,-0.006640791893005371,0.019086575135588646,194
1,2026-08-03,SNLK,220.0,221.03238,0.0046925903,0.009354353,0.6,-0.005708503536880016,0.012883853167295456,195
1,2026-08-03,GOTO,50.0,50.228302,0.0045660734,0.0045660734,1.0,0.004566073417663574,0.004566073417663574,196
1,2026-08-03,MRAT,440.0,441.95953,0.0044534085,0.0041172504,0.8,-0.0038537143263965845,0.012257360853254795,197
1,2026-08-03,RSCH,322.0,323.38757,0.0043092133,0.011824489,0.6,-0.021052563562989235,0.025148725137114525,198
1,2026-08-03,BIRD,1610.0,1616.8649,0.004263854,0.006255746,0.8,-0.004333376884460449,0.01060187816619873,199
1,2026-08-03,PSAB,434.0,435.83652,0.004231596,0.008194566,0.8,-0.014974117279052734,0.019684718921780586,200
1,2026-08-03,ARII,274.0,275.11823,0.004081094,0.0035190582,0.6,-0.0009465694311074913,0.010204123333096504,201
1,2026-08-03,SATU,262.0,263.06775,0.0040753605,0.0030037165,1.0,0.0017703294288367033,0.00708847027271986,202
1,2026-08-03,SAFE,370.0,371.47833,0.003995466,0.0040905476,0.8,-0.0009266615379601717,0.008835195563733578,203
1,2026-08-03,ADHI,159.0,159.62766,0.003947449,0.009429693,0.6,-0.017894137650728226,0.025075696408748627,204
1,2026-08-03,SIDO,362.0,363.4245,0.0039351704,0.0034741163,0.6,-0.018160663545131683,0.025984643027186394,205
1,2026-08-03,MIDI,284.0,285.1145,0.0039243223,0.009645343,0.6,-0.010604381561279297,0.014795755967497826,206
1,2026-08-03,BDKR,155.0,155.60733,0.003918207,0.003286004,0.8,-0.005101144313812256,0.012999987229704857,207
1,2026-08-03,AKRA,1465.0,1470.5872,0.003813839,0.006686926,0.8,-0.003944754600524902,0.009480427950620651,208
1,2026-08-03,RELI,492.0,493.87265,0.0038061976,0.002089858,0.6,-0.0017396330367773771,0.010694979690015316,209
1,2026-08-03,BMRI,4190.0,4205.8726,0.0037882328,0.0018903017,0.6,-0.007152640726417303,0.017212580889463425,210
1,2026-08-03,CRAB,208.0,208.75386,0.0036242008,0.0036242008,1.0,0.0036242008209228516,0.0036242008209228516,211
1,2026-08-03,TOWR,404.0,405.46326,0.003621924,0.0038870573,0.6,-0.006135213188827038,0.013833902776241302,212
1,2026-08-03,CMPP,69.0,69.2495,0.003615904,0.006129384,0.8,-0.00024087427300401032,0.0061293840408325195,213
1,2026-08-03,PGAS,1500.0,1505.303,0.0035353184,0.00024139881,0.6,-0.00864485464990139,0.016925979405641556,214
1,2026-08-03,BRNA,595.0,597.0747,0.003486955,0.006264925,0.8,-0.0037347436882555485,0.00793068390339613,215
1,2026-08-03,PTSP,890.0,893.0513,0.0034283877,0.001578331,0.6,-0.006398486904799938,0.014193582348525524,216
1,2026-08-03,SOSS,870.0,872.92053,0.0033569336,0.0056142807,0.6,-0.007763707544654608,0.012813925743103027,217
1,2026-08-03,KAEF,452.0,453.47354,0.0032600523,0.005091548,0.8,-0.00040293927304446697,0.005091547966003418,218
1,2026-08-03,BABP,50.0,50.16285,0.0032569407,0.0034178495,1.0,0.002935123397037387,0.0034178495407104492,219
1,2026-08-03,DEPO,242.0,242.75899,0.003136325,0.0021796227,0.8,0.0003190994611941278,0.006955170072615147,220
1,2026-08-03,KIOS,95.0,95.295166,0.0031069755,0.0032764673,0.6,-0.010143255814909935,0.018384883180260658,221
1,2026-08-03,BTPN,2190.0,2196.257,0.0028571128,0.0074959993,0.6,-0.0048798322677612305,0.007495999336242676,222
1,2026-08-03,NASI,129.0,129.36504,0.002829802,0.007696748,0.6,-0.01435476541519165,0.018161367624998093,223
1,2026-08-03,ARNA,490.0,491.38226,0.0028210164,0.0052103996,0.6,-0.0027693388983607292,0.007281422149389982,224
1,2026-08-03,MCOL,3800.0,3809.9465,0.0026175142,0.006779194,0.6,-0.015862584114074707,0.018259333446621895,225
1,2026-08-03,HOKI,54.0,54.131996,0.0024442673,0.004295349,0.6,-0.007893979549407959,0.011908149346709251,226
