epoch,train_loss,val_loss,learning_rate
1,2.8618602926691423,2.701261838277181,4.47327863063023e-06
2,2.789693238793201,2.679670038677397,2.7086675708847288e-06
3,2.7739268945823405,2.672713415963309,8.095627493149513e-07
4,2.7694700238951953,2.6717201528095065,5.59444088471528e-12
