epoch,train_loss,val_reconstruction_loss
1,-0.014352359495360628,0.011599738061243106
2,-0.015574707927494744,0.011443786639532348
3,-0.015979608513710594,0.01131747215205935
4,-0.016170198512806173,0.011200912867559306
5,-0.016308650653451568,0.01110979569447281
6,-0.016521638225902364,0.011047248644039
7,-0.016555113190839903,0.011007123650611603
8,-0.016708606474874266,0.010905894772362765
9,-0.01680449397087326,0.010820351437000086
10,-0.016975882736233835,0.010769008610417808
